12,13,92,13,92,24,12,24,SPONSORED
11,30,238,30,238,58,11,58,WHITEPAPERS
139,128,170,128,170,142,139,142,IEEE
115,144,207,144,207,169,115,169,computer
167,166,236,166,236,191,167,191,society
11,195,22,195,22,204,11,204,###
26,193,35,193,35,201,26,201,###
18,207,235,207,235,221,18,221,COMPUTER.ORG/WHITEPAPERS
56,229,70,229,70,239,56,239,for
74,232,78,232,78,239,74,239,###
83,229,96,229,96,239,83,239,list
100,229,110,229,110,239,100,239,###
113,232,130,232,130,239,113,239,our
134,229,197,229,197,242,134,242,whitepapers
