77,42,189,42,189,77,77,77,Award
203,44,344,44,344,86,203,86,winning
360,42,552,42,552,77,360,77,broadband
34,120,54,120,54,136,34,136,###
61,119,103,119,103,136,61,136,Total
113,119,213,119,213,136,113,136,Broadband
223,120,269,120,269,140,223,140,gives
276,124,309,124,309,141,276,141,you
33,152,78,152,78,163,33,163,more
87,152,103,152,103,163,87,163,###
112,146,192,146,192,163,112,163,standard
46,184,67,184,67,195,46,195,The
73,184,99,184,99,195,73,195,best
103,184,139,184,139,198,103,198,speed
145,184,199,184,199,196,145,196,available
205,188,218,188,218,195,205,195,###
224,188,252,188,252,199,224,199,your
257,184,278,184,278,195,257,195,line
46,206,61,206,61,217,46,217,###
68,206,137,206,137,217,68,217,unbeatable
143,206,191,206,191,217,143,217,wireless
197,206,265,206,265,217,197,217,connection
47,228,113,228,113,242,47,242,Freephone
119,228,185,228,185,239,119,239,broadband
191,230,243,230,243,242,191,242,support,
249,228,279,228,279,241,249,241,24/7
60,302,95,302,95,312,60,312,Learn
101,305,132,305,132,312,101,312,more
