20,32,77,32,77,49,20,49,FREE
82,32,189,32,189,49,82,49,WEBINAR
17,71,109,71,109,88,17,88,Leveraging
114,71,156,71,156,88,114,88,Agile
162,72,175,72,175,84,162,84,###
17,95,105,95,105,108,17,108,Streamline
111,95,179,95,179,108,111,108,Software
18,119,79,119,79,132,18,132,Product
86,119,120,119,120,132,86,132,Line
127,119,227,119,227,136,127,136,Engineering
19,172,42,172,42,185,19,185,###
49,172,86,172,86,185,49,185,NOW
146,184,204,184,204,196,146,196,Sponsored
208,184,221,184,221,196,208,196,###
44,203,62,203,62,210,44,210,IEEE
31,212,82,212,82,226,31,226,computer
145,208,234,208,234,224,145,224,MKS
60,224,99,224,99,238,60,238,society
