173,20,189,20,189,31,173,31,NFL
196,17,229,17,229,23,196,23,OFFICIAL
233,17,246,17,246,23,233,23,NFL
248,17,268,17,268,23,248,23,GEAR
66,36,99,36,99,52,66,52,REED
170,49,206,49,206,61,170,61,Andre
211,49,240,49,240,61,211,61,Reed
171,69,227,69,227,81,171,81,REPLICA
233,69,283,69,283,80,233,80,JERSEY
21,56,35,56,35,76,21,76,###
130,59,142,59,142,78,130,78,###
51,70,113,70,113,127,51,127,###
169,93,246,93,246,119,169,119,$144.00
170,136,190,136,190,148,170,148,Buy
195,136,223,136,223,145,195,145,Now!
