72,33,115,33,115,47,72,47,Gifts
122,33,178,33,178,47,122,47,under
184,31,222,31,222,49,184,49,$50
225,40,241,40,241,42,225,42,###
243,33,278,33,278,47,243,47,Get
286,33,298,33,298,47,286,47,###
306,33,346,33,346,47,306,47,Fast
353,32,395,32,395,47,353,47,with
402,32,504,32,504,51,402,51,expedited
511,32,598,32,598,52,511,52,shipping
16,68,57,68,57,75,16,75,Pendant
62,68,114,68,114,75,62,75,Necklaces
167,68,224,68,224,77,167,77,PlayStation
229,68,234,68,234,75,229,75,###
239,68,273,68,273,75,239,75,Games
317,68,328,68,328,75,317,75,###
334,68,363,68,363,77,334,77,Hardy
368,68,397,68,397,75,368,75,Shirts
467,68,480,68,480,75,467,75,###
484,68,523,68,523,75,484,75,Aircraft
15,180,37,180,37,187,15,187,Vera
42,180,80,180,80,189,42,189,Bradley
86,180,110,180,110,189,86,189,Bags
167,180,195,180,195,187,167,187,Men's
200,180,258,180,258,189,200,189,Fragrances
317,180,366,180,366,187,317,187,Bluetooth
371,180,418,180,418,187,371,187,Headsets
467,180,497,180,497,187,467,187,BCBG
502,180,537,180,537,189,502,189,Pumps
