34,34,130,34,130,82,34,82,80%
146,46,279,46,279,103,146,103,spring
299,24,477,24,477,73,299,73,discount
36,160,76,160,76,187,36,187,Cialis
83,154,108,154,108,180,83,180,###
106,169,122,169,122,183,106,183,###
184,134,225,134,225,171,184,171,Viagra
235,122,258,122,258,146,235,146,###
259,132,273,132,273,147,259,147,###
345,185,369,185,369,230,345,230,Viagra
342,143,372,143,372,180,342,180,Super
376,132,427,132,427,154,376,154,Active  
427,154,451,154,451,177,427,177,###
445,177,456,177,456,190,445,190,###
87,344,119,344,119,375,87,375,Cialis
79,277,140,277,140,342,79,342,Professional
143,275,169,275,169,302,143,302,###
168,295,181,295,181,307,168,307,###
224,258,259,258,259,302,224,302,Female
262,250,306,250,306,274,262,274,Viagra
304,272,328,272,328,295,304,295,###
320,297,331,297,331,310,320,310,###
385,308,407,308,407,353,385,353,Viagra
383,260,465,260,465,303,383,303,Professional
462,274,487,274,487,297,462,297,###
482,295,494,295,494,308,482,308,###
188,354,238,354,238,367,188,367,PayPal
256,355,274,355,274,361,256,361,VISA
