107,22,113,22,113,29,107,29,###
121,19,166,19,166,32,121,32,laptop
173,19,192,19,192,29,173,29,for
199,19,235,19,235,29,199,29,them
107,40,125,40,125,48,107,48,and
130,42,135,42,135,48,130,48,###
140,40,173,40,173,50,140,50,dongle
178,40,191,40,191,48,178,48,for
195,42,212,42,212,50,195,50,you
107,56,129,56,129,64,107,64,from
133,56,150,56,150,66,133,66,just
156,56,184,56,184,64,156,64,£4.89
189,58,193,58,193,64,189,64,###
198,56,230,56,230,64,198,64,month
6,113,101,113,101,157,6,157,£4.89
