6,301,7,301,7,315,6,315,###
29,298,74,298,74,306,29,306,SWALLOW
76,298,95,298,95,306,76,306,ONE
97,298,113,298,113,306,97,306,TAB
29,309,40,309,40,317,29,317,###
43,310,77,310,77,317,43,317,VIAGRA
78,310,102,310,102,316,78,316,SOFT
103,309,126,309,126,317,103,317,TABS
178,300,198,300,198,315,178,315,###
210,298,233,298,233,306,210,306,WAIT
235,298,259,298,259,305,235,305,ONLY
212,309,222,309,222,317,212,317,###
223,309,264,309,264,317,223,317,MINUTES
341,301,359,301,359,315,341,315,###
373,298,397,298,397,306,373,306,LOVE
399,299,419,299,419,306,399,306,HER
373,309,390,309,390,317,373,317,ALL
392,309,419,309,419,317,392,317,NIGHT
422,309,449,309,449,317,422,317,LONG!
