52,92,103,92,103,111,52,111,Miller
42,101,118,101,118,147,42,147,Lite
15,308,51,308,51,332,15,332,IT'S
59,308,107,308,107,331,59,331,TIME
116,308,139,308,139,332,116,332,###
14,340,107,340,107,387,14,387,LOVE
13,395,50,395,50,419,13,419,THE
57,395,117,395,117,419,57,419,TASTE
124,395,147,395,147,419,124,419,###
13,428,65,428,65,452,13,452,YOUR
74,428,122,428,122,451,74,451,BEER
14,472,53,472,53,483,14,483,TASTE
59,472,134,472,134,483,59,483,GREATNESS
136,472,147,472,147,477,136,477,###
39,509,89,509,89,521,39,521,Become
94,512,100,512,100,520,94,520,###
106,509,127,509,127,521,106,521,Fan
15,557,37,557,37,566,15,566,GREAT
38,557,56,557,56,566,38,566,BEER
15,566,37,566,37,574,15,574,GREAT
39,565,96,565,96,574,39,574,RESPONSIBILITY
11,586,30,586,30,593,11,593,2010
33,586,53,586,53,592,33,592,Miler
54,586,84,586,84,595,54,595,Brewing
85,586,101,586,101,594,85,594,Co.
103,586,145,586,145,594,103,594,Milwaukee
