99,14,253,14,253,36,99,36,stayRome.com
33,194,37,194,37,203,33,203,###
43,194,64,194,64,203,43,203,Bed
70,194,95,194,95,206,70,206,Apts
104,193,131,193,131,203,104,203,from
136,194,160,194,160,203,136,203,€79
165,195,199,195,199,205,165,205,(sleeps
204,195,212,195,212,205,204,205,###
34,213,49,213,49,225,34,225,###
55,213,65,213,65,222,55,222,###
71,213,95,213,95,222,71,222,20%
101,212,156,212,156,222,101,222,discounts
162,215,175,215,175,222,162,222,###
181,213,229,213,229,222,181,222,selected
34,233,102,233,102,244,34,244,apartments
159,243,192,243,192,254,159,254,Book
199,247,228,247,228,254,199,254,now
