39,64,74,64,74,82,39,82,###
86,64,287,64,287,82,86,82,COMPROMISES.
39,94,133,94,133,112,39,112,YOU'RE
144,94,247,94,247,112,144,112,ONLINE.
39,125,85,125,85,142,39,142,ALL
95,125,142,125,142,142,95,142,THE
153,125,216,125,216,142,153,142,TIME.
39,164,60,164,60,172,39,172,Red
67,164,87,164,87,172,67,172,Hat
94,164,157,164,157,175,94,175,Enterprise
164,164,195,164,195,172,164,172,Linux
202,164,236,164,236,175,202,175,keeps
242,166,268,166,268,174,242,174,your
274,164,296,164,296,172,274,172,web
303,166,330,166,330,175,303,175,apps
337,166,385,166,385,175,337,175,running.
48,210,83,210,83,217,48,217,LEARN
90,210,119,210,119,217,90,217,MORE
