49,12,85,12,85,25,49,25,SONY
90,13,122,13,122,25,90,25,VAIO
127,12,151,12,151,25,127,25,F13
156,12,210,12,210,25,156,25,LAPTOP
142,53,161,53,161,60,142,60,Intel
167,52,187,52,187,60,167,60,Core
192,52,199,52,199,60,192,60,###
141,66,159,66,159,74,141,74,4GB
164,67,185,67,185,74,164,74,RAM
141,80,171,80,171,88,141,88,500GB
177,81,198,81,198,88,177,88,Hard
203,80,227,80,227,88,203,88,Drive
141,96,167,96,167,103,141,103,16.4"
172,96,183,96,183,103,172,103,###
188,95,220,95,220,103,188,103,Screen
141,110,176,110,176,119,141,119,Blu-ray
141,124,159,124,159,132,141,132,1GB
164,125,196,125,196,132,164,132,NVIDIA
201,124,243,124,243,134,201,134,Graphics
14,150,70,150,70,167,14,167,SAVE:
76,149,123,149,123,167,76,167,£130
139,154,170,154,170,165,139,165,WAS:
175,153,233,153,233,165,175,165,£1149.97
29,195,83,195,83,213,29,213,CLICK
32,220,81,220,81,237,32,237,HERE
147,192,174,192,174,202,147,202,SALE
178,192,210,192,210,202,178,202,PRICE
109,211,236,211,236,241,109,241,£979.97
