2,126,73,126,73,137,2,137,Distributor
79,126,101,126,101,137,79,137,List
2,147,24,147,24,155,2,155,Your
29,148,65,148,65,158,29,158,country
70,148,84,148,84,155,70,155,not
3,161,27,161,27,169,3,169,listed
32,163,43,163,43,169,32,169,###
47,161,62,161,62,169,47,169,the
67,161,87,161,87,169,67,169,left?
2,175,26,175,26,183,2,183,Click
30,177,51,177,51,186,30,186,your
55,177,76,177,76,183,55,183,area
81,177,92,177,92,183,81,183,###
97,175,111,175,111,183,97,183,the
116,177,139,177,139,186,116,186,map.
