111,38,233,38,233,46,111,46,INTERNATIONAL
109,56,233,56,233,83,109,83,GREEN
10,90,238,90,238,118,10,118,COMPUTING
98,129,236,129,236,141,98,141,CONFERENCE
27,165,73,165,73,173,27,173,AUGUST
79,165,122,165,122,175,79,175,15-18,
127,165,153,165,153,173,127,173,2010
161,164,161,164,161,175,161,175,###
168,165,223,165,223,174,168,174,CHICAGO,
229,165,237,165,237,173,229,173,###
13,180,235,180,235,198,13,198,www.green-conf.org
54,211,83,211,83,220,54,220,CALL
88,212,111,212,111,220,88,220,FOR
117,212,161,212,161,220,117,220,PAPERS
167,212,198,212,198,220,167,220,NOW
203,212,236,212,236,220,203,220,OPEN
125,228,148,228,148,236,125,236,DUE
154,228,188,228,188,236,154,236,APRIL
193,228,202,228,202,238,193,238,###
208,227,237,227,237,236,208,236,2010
