29,43,139,43,139,68,29,68,What's
154,49,226,49,226,74,154,74,your
29,83,111,83,111,134,29,134,fat
138,84,279,84,279,147,138,147,age?
30,176,71,176,71,189,30,189,Have
78,179,107,179,107,192,78,192,you
115,176,161,176,161,189,115,189,eaten
169,179,177,179,177,189,169,189,###
30,199,105,199,105,213,30,213,lifetime's
113,199,162,199,162,213,113,213,worth
170,199,184,199,184,213,170,213,###
192,199,239,199,239,213,192,213,cakes
29,224,58,224,58,237,29,237,and
67,224,119,224,119,240,67,240,pizzas
127,223,200,223,200,240,127,240,already?
479,190,519,190,519,203,479,203,Ingrid
527,190,579,190,579,200,527,200,Tarrant
483,207,490,207,490,216,483,216,###
497,208,513,208,513,216,497,216,###
520,207,538,207,538,216,520,216,but
545,208,565,208,565,216,545,216,has
571,210,576,210,576,217,571,217,###
480,222,498,222,498,232,480,232,fat
506,225,529,225,529,235,506,235,age
537,222,549,222,549,232,537,232,###
556,222,578,222,578,232,556,232,92.
473,246,520,246,520,256,473,256,Esther
528,246,586,246,586,256,528,256,Rantzen
