35,11,256,11,256,34,35,34,stayBirmingham.com
37,196,39,196,39,205,37,205,###
46,196,67,196,67,205,46,205,bed
73,198,103,198,103,205,73,205,room
109,196,137,196,137,205,109,205,rates
142,196,169,196,169,205,142,205,from
175,196,199,196,199,208,175,208,only
205,196,228,196,228,205,205,205,£60
36,219,41,219,41,228,36,228,###
48,218,69,218,69,228,48,228,bed
75,221,105,221,105,228,75,228,room
110,219,137,219,137,228,110,228,from
143,219,167,219,167,231,143,231,only
172,219,195,219,195,228,172,228,£70
156,270,190,270,190,281,156,281,Book
196,273,225,273,225,281,196,281,now
