233,20,513,20,513,50,233,50,stayAmsterdam.com
37,176,93,176,93,188,37,188,Studios
99,176,134,176,134,188,99,188,from
141,176,170,176,170,188,141,188,€59
177,179,202,179,202,192,177,192,per
208,175,247,175,247,192,208,192,night
253,179,292,179,292,191,253,191,(sleeps
297,179,307,179,307,190,297,190,###
37,198,57,198,57,213,37,213,###
64,198,77,198,77,209,64,209,###
84,197,115,197,115,209,84,209,35%
123,197,194,197,194,209,123,209,discounts
201,200,219,200,219,209,201,209,###
226,198,264,198,264,213,226,213,stays
271,197,282,197,282,209,271,209,###
289,198,315,198,315,209,289,209,Jan
322,197,350,197,350,209,322,209,and
358,197,383,197,383,209,358,209,Feb
416,186,449,186,449,197,416,197,Book
456,189,484,189,484,197,456,197,now
