136,23,163,23,163,51,136,51,Must
165,52,186,52,186,72,165,72,Go!
26,202,66,202,66,211,26,211,Norton
72,202,107,202,107,211,72,211,Storm
114,202,145,202,145,214,114,214,Carry
26,219,45,219,45,228,26,228,Cot
51,225,54,225,54,225,51,225,###
61,219,92,219,92,228,61,228,Black
99,219,131,219,131,231,99,231,Magic
25,247,48,247,48,256,25,256,Was
55,247,102,247,102,256,55,256,£123.97
26,265,63,265,63,277,26,277,NOW
71,265,121,265,121,277,71,277,£61.99
150,252,166,252,166,259,150,259,50%
171,252,185,252,185,259,171,259,Off
