56,10,97,10,97,22,56,22,200  
105,10,140,10,140,26,105,26,Days
146,9,179,9,179,23,146,23,Web
186,10,257,10,257,23,186,23,Retention
56,38,85,38,85,51,56,51,650
92,38,127,38,127,53,92,53,Days
135,38,176,38,176,50,135,50,NNTP
183,38,254,38,254,50,183,50,Retention
57,66,87,66,87,78,57,78,Free
94,66,152,66,152,79,94,79,256-Bit
159,65,232,65,232,82,159,82,Encrypted
240,66,264,66,264,78,240,78,SSL
56,93,128,93,128,106,56,106,Unlimited
136,94,230,94,230,106,136,106,Connections
57,121,117,121,117,134,57,134,Rollover
123,122,155,122,155,138,123,138,Gigs
73,171,115,171,115,184,73,184,SIGN
124,171,147,171,147,184,124,184,###
153,171,222,171,222,184,153,184,TODAY!
231,168,244,168,244,186,231,186,###
