133,23,234,23,234,37,133,37,Politicians'
139,44,224,44,224,63,139,63,Cheating
153,66,215,66,215,79,153,79,Hearts
126,99,156,99,156,108,126,108,From
163,99,178,99,178,108,163,108,Bill
184,98,227,98,227,109,184,109,Clinton
232,100,244,100,244,109,232,109,###
116,113,145,113,145,124,116,124,John
151,114,193,114,193,127,151,127,Ensign,
200,113,254,113,254,127,200,127,infidelity
111,131,155,131,155,139,111,139,crosses
160,128,188,128,188,139,160,139,both
195,130,227,130,227,142,195,142,party
233,128,259,128,259,138,233,138,lines
