12,6,21,6,21,15,12,15,###
49,6,57,6,57,15,49,15,###
84,5,93,5,93,16,84,16,###
120,6,129,6,129,15,120,15,###
157,5,164,5,164,15,157,15,###
14,30,20,30,20,39,14,39,###
48,29,57,29,57,39,48,39,###
84,30,93,30,93,39,84,39,###
122,30,127,30,127,39,122,39,###
157,30,163,30,163,39,157,39,###
13,53,21,53,21,63,13,63,###
50,54,56,54,56,63,50,63,###
84,54,93,54,93,63,84,63,###
120,53,129,53,129,63,120,63,###
156,53,166,53,166,64,156,64,###
13,78,21,78,21,87,13,87,###
48,77,57,77,57,90,48,90,###
85,78,93,78,93,87,85,87,###
121,77,129,77,129,88,121,88,###
156,78,164,78,164,87,156,87,###
13,102,21,102,21,111,13,111,###
48,102,57,102,57,111,48,111,###
82,102,95,102,95,111,82,111,###
120,101,129,101,129,111,120,111,###
156,101,165,101,165,111,156,111,###
13,126,20,126,20,135,13,135,###
