157,75,208,75,208,84,157,84,WCET
146,91,220,91,220,97,146,97,CERTIFICATION
252,74,283,74,283,86,252,86,IEEE
291,73,419,73,419,86,291,86,Communications
428,73,482,73,482,90,428,90,Society
251,92,288,92,288,100,251,100,Wireless
293,92,363,92,363,100,293,100,Communication
368,92,421,92,421,102,368,102,Engineering
425,92,482,92,482,102,425,102,Technologies
107,146,519,146,519,159,107,159,WWW.IEEE-WCET.ORG
21,180,26,180,26,186,21,186,###
37,180,69,180,69,186,37,186,PARK
80,180,138,180,138,187,80,187,AVENUE,
150,180,181,180,181,186,150,186,17TH
193,180,235,180,235,186,193,186,FLOOR
273,180,300,180,300,186,273,186,NEW
310,180,348,180,348,187,310,187,YORK,
360,180,376,180,376,186,360,186,###
388,180,429,180,429,186,388,186,10016
441,180,466,180,466,186,441,186,USA
504,180,527,180,527,186,504,186,212
538,180,562,180,562,186,538,186,705
573,180,606,180,606,186,573,186,8950
