11,12,79,12,79,23,11,23,SPONSORED
13,31,81,31,81,57,13,57,FREE
94,31,232,31,232,57,94,57,WEBINAR
147,107,197,107,197,116,147,116,Advanced
201,107,230,107,230,118,201,118,Agile:
76,119,114,119,114,131,76,131,Beyond
118,119,134,119,134,128,118,128,the
138,119,158,119,158,128,138,128,Low
162,119,205,119,205,131,162,131,Hanging
209,119,232,119,232,128,209,128,Fruit
82,132,107,132,107,140,82,140,Date:
112,131,174,131,174,143,112,143,Wednesday,
178,131,223,131,223,142,178,142,February
228,132,232,132,232,140,228,140,###
177,144,198,144,198,152,177,152,2:00
202,143,217,143,217,152,202,152,###
221,144,232,144,232,152,221,152,###
119,155,130,155,130,167,119,167,###
135,156,159,156,159,167,135,167,Mary
163,155,230,155,230,167,163,167,Poppendieck
158,178,240,178,240,195,158,195,MKS
7,191,24,191,24,204,7,204,###
29,189,42,189,42,200,29,200,###
33,207,211,207,211,220,33,220,COMPUTER.ORG/WEBINARS/AGILE2
