39,28,114,28,114,46,39,46,HELP
117,28,154,28,154,47,117,47,for
163,28,251,28,251,46,163,46,HAITI
72,75,104,75,104,83,72,83,Learn
110,73,141,73,141,83,110,83,What
147,75,168,75,168,83,147,83,You
174,74,196,74,196,83,174,83,Can
202,75,218,75,218,83,202,83,###
75,154,95,154,95,162,75,162,port
150,171,223,171,223,180,150,180,Port-au-Prince
307,212,366,212,366,222,307,222,September
373,212,398,212,398,220,373,220,2008
586,212,630,212,630,223,586,223,January
636,212,662,212,662,220,636,220,2010
